pcc: 0.9995721854612829
rmse: 1646.4475175358612
baseline_rmse0: 1980.3614063228617
baseline_rmse1: 2645.382088258728
Code,Name,Pred,Actual,Label
005930,삼성전자,73504,72700,1
373220,LG에너지솔루션,434400,447000,3
000660,SK하이닉스,132855,130400,1
207940,삼성바이오로직스,729752,729000,5
005935,삼성전자우,58537,57800,1
005490,POSCO홀딩스,477182,483000,3
005380,현대차,186552,184800,7
051910,LG화학,503312,504000,3
000270,기아,84977,86000,7
035420,NAVER,209863,207500,1
006400,삼성SDI,454275,471500,3
247540,에코프로비엠,244166,269500,3
003670,포스코퓨처엠,304020,327500,3
068270,셀트리온,165617,161700,5
035720,카카오,51677,50500,1
028260,삼성물산,119086,117800,0
012330,현대모비스,234565,230500,7
105560,KB금융,52430,51700,0
086520,에코프로,709767,740000,3
055550,신한지주,37022,36300,0
066570,LG전자,104682,103400,6
096770,SK이노베이션,141064,142300,3
032830,삼성생명,70507,69400,6
003550,LG,83365,82200,7
018260,삼성에스디에스,160626,166200,1
000810,삼성화재,271191,262000,0
323410,카카오뱅크,26317,26000,0
086790,하나금융지주,41626,41250,0
034730,SK,166713,164700,0
015760,한국전력,18923,18570,4
033780,KT&G,90651,88500,0
091990,셀트리온헬스케어,73065,71300,5
017670,SK텔레콤,52330,51900,0
138040,메리츠금융지주,54833,54200,4
009150,삼성전기,145641,146100,1
329180,HD현대중공업,125685,122700,7
011200,HMM,15480,15450,0
259960,크래프톤,218421,216000,1
010130,고려아연,496272,493000,7
047050,포스코인터내셔널,57507,58000,3
034020,두산에너빌리티,15329,15070,7
316140,우리금융지주,12928,12800,0
024110,기업은행,11727,11720,0
352820,하이브,213925,215000,7
022100,포스코DX,57379,58000,3
030200,KT,33523,33300,0
042660,한화오션,25674,26800,7
003490,대한항공,22363,22100,0
010950,S-Oil,70027,69100,6
090430,아모레퍼시픽,133222,132900,0
009540,HD한국조선해양,108600,107500,7
010140,삼성중공업,8204,8020,7
001570,금양,115427,121000,3
402340,SK스퀘어,50758,49950,1
011170,롯데케미칼,158996,157000,0
086280,현대글로비스,178751,177700,7
326030,SK바이오팜,87416,84700,5
012450,한화에어로스페이스,120035,123100,7
066970,엘앤에프,145223,168700,3
377300,카카오페이,46926,45550,1
042700,한미반도체,62283,61100,1
036570,엔씨소프트,265149,263500,0
005830,DB손해보험,82253,81500,0
011070,LG이노텍,240154,236500,1
161390,한국타이어앤테크놀로지,46064,44900,7
088980,맥쿼리인프라,12403,12430,4
005070,코스모신소재,158015,164600,3
307950,현대오토에버,184793,191200,7
302440,SK바이오사이언스,68752,67800,5
051900,LG생활건강,338072,331500,0
251270,넷마블,60028,58900,5
361610,SK아이이테크놀로지,68866,70100,3
028050,삼성엔지니어링,26171,25000,7
267250,HD현대,61616,61000,6
097950,CJ제일제당,318148,315500,0
000100,유한양행,63033,61700,5
004020,현대제철,35974,35100,0
271560,오리온,118174,116600,0
032640,LG유플러스,10476,10410,0
241560,두산밥캣,45307,45250,7
047810,한국항공우주,46494,46350,6
034220,LG디스플레이,12832,12430,1
006800,미래에셋증권,7234,7080,0
028300,HLB,32670,31950,5
196170,알테오젠,79276,78600,5
000720,현대건설,37191,35850,4
005387,현대차2우B,109797,109600,7
078930,GS,43226,42400,0
018880,한온시스템,7273,7190,0
128940,한미약품,310150,303500,5
029780,삼성카드,32720,32400,0
021240,코웨이,52738,50400,0
011780,금호석유,129173,127600,0
011790,SKC,97322,95600,3
180640,한진칼,54030,53800,0
403870,HPSP,41604,42900,1
277810,레인보우로보틱스,192375,177100,1
016360,삼성증권,38724,38350,0
005940,NH투자증권,10446,10280,0
035900,JYP Ent.,94709,93900,4
035250,강원랜드,15605,15540,0
383220,F&F,85930,84700,0
071050,한국금융지주,58937,58200,0
068760,셀트리온제약,82497,79600,5
010620,현대미포조선,80339,78700,7
267260,HD현대일렉트릭,85496,86200,7
003410,쌍용C&E,6073,5990,0
272210,한화시스템,15307,15780,6
058470,리노공업,193416,193800,1
004990,롯데지주,28710,27700,0
064350,현대로템,25849,26350,6
001450,현대해상,31120,30650,0
006260,LS,85079,85000,7
001040,CJ,93240,90100,0
005385,현대차우,108882,108700,7
000990,DB하이텍,61167,58100,1
214150,클래시스,38987,39500,5
008770,호텔신라,65411,64600,0
007070,GS리테일,24862,24200,0
008930,한미사이언스,36331,35700,5
004370,농심,419175,410500,8
263750,펄어비스,39239,38600,1
000120,CJ대한통운,103162,107200,0
051915,LG화학우,310037,313500,3
039490,키움증권,91361,91100,0
088350,한화생명,2822,2730,0
028670,팬오션,4433,4370,0
081660,휠라홀딩스,39324,38300,0
002790,아모레G,28299,28200,0
138930,BNK금융지주,7194,7160,0
282330,BGF리테일,129468,132500,0
030000,제일기획,20311,19820,0
052690,한전기술,60221,59500,4
010120,LS ELECTRIC,76244,75800,7
012750,에스원,60838,59600,0
036460,한국가스공사,24478,24500,4
293490,카카오게임즈,27605,26900,1
023530,롯데쇼핑,78521,76800,0
112610,씨에스윈드,51405,51300,3
175330,JB금융지주,10825,10790,0
014680,한솔케미칼,184611,187100,1
139480,이마트,78035,76000,0
357780,솔브레인,274473,272000,1
079550,LIG넥스원,95120,95400,6
041510,에스엠,87534,87000,4
020150,롯데에너지머티리얼즈,43912,44950,3
298040,효성중공업,202905,212000,7
111770,영원무역,45017,44450,0
039030,이오테크닉스,164086,158600,1
005290,동진쎄미켐,37962,37350,1
047040,대우건설,4592,4555,4
007660,이수페타시스,30686,29800,1
002380,KCC,227306,211500,4
145020,휴젤,155448,151600,5
000880,한화,25367,24700,7
026960,동서,18270,18270,0
112040,위메이드,51516,53000,0
095340,ISC,82407,84000,1
006110,삼아알미늄,119194,120300,3
035760,CJ ENM,74231,80400,0
298050,효성첨단소재,397300,393500,7
009420,한올바이오파마,37141,33650,5
017800,현대엘리베이,45728,44700,0
204320,HL만도,36663,36400,7
000250,삼천당제약,70935,72000,5
240810,원익IPS,34578,34200,1
004170,신세계,171323,169600,0
298020,효성티앤씨,386829,384000,4
036930,주성엔지니어링,35534,34250,1
011210,현대위아,59258,60400,7
253450,스튜디오드래곤,55723,54400,0
086900,메디톡스,224785,223500,5
003230,삼양식품,218765,216500,8
073240,금호타이어,5707,5550,7
051600,한전KPS,34448,34700,4
000080,하이트진로,22410,22250,0
185750,종근당,127964,123900,5
042670,HD현대인프라코어,7886,7700,7
336260,두산퓨얼셀,23858,23400,7
121600,나노신소재,122812,125900,3
007310,오뚜기,392155,381500,0
005850,에스엘,32948,32750,7
004000,롯데정밀화학,58959,58700,7
006040,동원산업,32473,32450,0
375500,DL이앤씨,38089,37950,4
000150,두산,88185,87900,7
137310,에스디바이오센서,11843,11550,5
004800,효성,68439,67600,0
139130,DGB금융지주,8445,8410,0
002710,TCC스틸,53500,53900,3
018670,SK가스,156302,152200,7
108320,LX세미콘,89478,85800,1
248070,솔루엠,27267,27800,4
005420,코스모화학,35640,36150,3
005300,롯데칠성,151674,149500,0
145720,덴티움,128556,125200,7
067310,하나마이크론,30026,28900,1
393890,더블유씨피,40728,40750,3
