pcc: 0.9996572148183872
rmse: 2069.7028472705933
baseline_rmse0: 2047.0723927659453
baseline_rmse1: 3076.108138054496
Code,Name,Pred,Actual,Label
005930,삼성전자,72050,71700,45
373220,LG에너지솔루션,455384,442500,29
000660,SK하이닉스,126677,128000,20
207940,삼성바이오로직스,715666,709000,24
005935,삼성전자우,57188,57200,39
005490,POSCO홀딩스,482254,472500,29
005380,현대차,183637,184000,9
051910,LG화학,519316,514000,38
000270,기아,83778,84200,47
035420,NAVER,204505,205500,45
006400,삼성SDI,475566,463000,38
247540,에코프로비엠,247152,243000,29
003670,포스코퓨처엠,310794,303500,29
068270,셀트리온,173179,168000,21
035720,카카오,50371,50500,21
028260,삼성물산,116962,116100,2
012330,현대모비스,232235,232500,42
105560,KB금융,54362,53700,48
086520,에코프로,713801,695000,29
055550,신한지주,36988,36750,48
066570,LG전자,106125,104900,48
096770,SK이노베이션,142816,141500,38
032830,삼성생명,70556,69800,4
003550,LG,83520,82200,48
018260,삼성에스디에스,147131,155200,22
000810,삼성화재,262066,261500,48
323410,카카오뱅크,26019,25550,48
086790,하나금융지주,42327,41750,48
034730,SK,162491,160700,45
015760,한국전력,18660,18790,40
033780,KT&G,90703,90600,48
091990,셀트리온헬스케어,76507,73800,21
017670,SK텔레콤,52031,51800,48
138040,메리츠금융지주,55506,54400,39
009150,삼성전기,137317,137000,9
329180,HD현대중공업,121168,119900,45
011200,HMM,16274,15670,40
259960,크래프톤,216053,205500,0
010130,고려아연,491462,491500,38
047050,포스코인터내셔널,59079,58900,29
034020,두산에너빌리티,14968,15020,11
316140,우리금융지주,12724,12700,48
024110,기업은행,11682,11700,48
352820,하이브,217498,210500,30
022100,포스코DX,57384,57100,29
030200,KT,33193,32900,36
042660,한화오션,27066,22650,45
003490,대한항공,22824,22400,21
010950,S-Oil,70068,70100,48
090430,아모레퍼시픽,131045,130000,6
009540,HD한국조선해양,102043,102000,45
010140,삼성중공업,7849,7630,45
001570,금양,101343,105300,29
402340,SK스퀘어,49037,48050,48
011170,롯데케미칼,155259,154600,10
086280,현대글로비스,179138,177100,48
326030,SK바이오팜,91143,86800,26
012450,한화에어로스페이스,121891,120100,28
066970,엘앤에프,146126,144300,38
377300,카카오페이,45762,45200,21
042700,한미반도체,58091,60800,20
036570,엔씨소프트,266720,269500,45
005830,DB손해보험,82160,81300,4
011070,LG이노텍,243051,243500,38
009830,한화솔루션,34324,33800,45
161390,한국타이어앤테크놀로지,44816,44800,39
088980,맥쿼리인프라,12372,12400,19
005070,코스모신소재,161825,159000,38
307950,현대오토에버,169347,172700,42
302440,SK바이오사이언스,68590,67400,21
051900,LG생활건강,345171,337500,34
251270,넷마블,54351,55500,21
361610,SK아이이테크놀로지,70243,69300,38
028050,삼성엔지니어링,26001,25750,42
267250,HD현대,60588,60900,45
097950,CJ제일제당,323098,319500,40
000100,유한양행,62841,61900,7
004020,현대제철,35180,35550,45
271560,오리온,118845,118600,21
032640,LG유플러스,10301,10350,47
241560,두산밥캣,44071,43600,33
047810,한국항공우주,47004,46650,28
034220,LG디스플레이,12990,12600,45
006800,미래에셋증권,7348,7300,48
028300,HLB,32417,31950,29
196170,알테오젠,72031,74100,32
000720,현대건설,37115,36850,45
005387,현대차2우B,108192,108400,9
078930,GS,42777,42950,48
018880,한온시스템,7232,7260,22
128940,한미약품,306704,303000,7
029780,삼성카드,33080,32650,48
021240,코웨이,49979,50300,2
011780,금호석유,130238,128200,21
011790,SKC,97866,97000,38
180640,한진칼,53551,53600,47
403870,HPSP,34822,36000,20
277810,레인보우로보틱스,163591,164300,21
016360,삼성증권,38837,38650,48
005940,NH투자증권,10427,10340,48
035900,JYP Ent.,101674,97100,30
035250,강원랜드,15721,15750,21
383220,F&F,88736,87800,34
071050,한국금융지주,58649,58000,48
068760,셀트리온제약,90324,85700,21
010620,현대미포조선,79558,79500,45
267260,HD현대일렉트릭,81696,86800,37
003410,쌍용C&E,6046,6060,48
272210,한화시스템,15610,15800,10
058470,리노공업,176064,175500,41
004990,롯데지주,29410,29300,10
064350,현대로템,26406,25800,48
001450,현대해상,30897,31000,4
006260,LS,85119,85100,38
001040,CJ,88917,89500,10
005385,현대차우,107304,107500,9
000990,DB하이텍,55779,56400,38
214150,클래시스,40036,39200,0
008770,호텔신라,67259,66500,42
007070,GS리테일,25352,25000,10
008930,한미사이언스,37563,35700,46
004370,농심,450798,424500,12
263750,펄어비스,42174,40600,1
000120,CJ대한통운,98801,95800,18
051915,LG화학우,311215,312000,38
039490,키움증권,91300,92000,45
088350,한화생명,2822,2820,4
028670,팬오션,4288,4220,21
081660,휠라홀딩스,38988,39000,48
002790,아모레G,29000,28600,6
138930,BNK금융지주,7116,7130,48
282330,BGF리테일,131996,131100,44
030000,제일기획,20232,20050,10
052690,한전기술,58664,59500,21
010120,LS ELECTRIC,74709,76800,38
012750,에스원,59294,59900,47
036460,한국가스공사,24260,24500,48
293490,카카오게임즈,27337,26500,16
023530,롯데쇼핑,79878,79200,10
112610,씨에스윈드,52558,51900,45
175330,JB금융지주,10842,10830,48
014680,한솔케미칼,183870,184300,38
139480,이마트,79824,77900,0
357780,솔브레인,267148,267500,14
079550,LIG넥스원,93588,91500,28
041510,에스엠,96768,92200,30
020150,롯데에너지머티리얼즈,44124,43800,38
298040,효성중공업,183738,196700,37
111770,영원무역,47022,46700,4
039030,이오테크닉스,155415,159200,20
010060,OCI홀딩스,99651,100900,23
005290,동진쎄미켐,35885,37050,20
047040,대우건설,4474,4560,45
007660,이수페타시스,28681,29450,20
002380,KCC,225376,227500,21
145020,휴젤,157278,153500,31
000880,한화,25377,25400,48
026960,동서,18185,18180,48
112040,위메이드,55464,51600,0
095340,ISC,79501,81700,20
006110,삼아알미늄,118627,126300,24
035760,CJ ENM,77330,77500,0
298050,효성첨단소재,392025,395000,21
009420,한올바이오파마,38363,36500,46
017800,현대엘리베이,45983,45500,34
204320,HL만도,36225,36400,42
000250,삼천당제약,70373,66900,16
240810,원익IPS,33947,34950,20
004170,신세계,172403,172400,6
298020,효성티앤씨,380743,393000,40
036930,주성엔지니어링,32129,33600,20
011210,현대위아,56619,58400,42
253450,스튜디오드래곤,58247,56400,0
086900,메디톡스,220410,219000,11
003230,삼양식품,227303,216500,12
073240,금호타이어,5605,5590,41
051600,한전KPS,34222,34400,48
000080,하이트진로,22650,22850,6
185750,종근당,127341,126200,29
042670,HD현대인프라코어,7930,7920,33
336260,두산퓨얼셀,20795,22550,38
121600,나노신소재,124320,123400,38
007310,오뚜기,419783,397000,12
005850,에스엘,32599,33250,38
004000,롯데정밀화학,58298,59200,45
003620,KG모빌리티,7863,8380,11
006040,동원산업,32461,31850,40
214370,케어젠,27650,27500,11
375500,DL이앤씨,37693,38150,17
001440,대한전선,11929,12040,38
000150,두산,84325,86700,8
137310,에스디바이오센서,10962,11320,21
004800,효성,66488,67500,39
139130,DGB금융지주,8338,8350,48
002710,TCC스틸,53986,55900,24
018670,SK가스,150152,155900,4
108320,LX세미콘,88905,91000,2
248070,솔루엠,28173,28200,13
005420,코스모화학,35976,36400,38
005300,롯데칠성,153389,157100,10
145720,덴티움,118414,128000,23
067310,하나마이크론,27989,29100,20
