pcc: 0.9997914905055281
rmse: 1578.099677378055
baseline_rmse0: 2664.8652714029477
baseline_rmse1: 3752.1435020875683
Code,Name,Pred,Actual,Label
005930,삼성전자,79387,78300,79
000660,SK하이닉스,125928,131000,93
207940,삼성바이오로직스,892150,892432,92
005935,삼성전자우,72227,71200,79
005490,POSCO홀딩스,272531,274500,54
005380,현대차,209801,209000,68
051910,LG화학,635727,615000,92
000270,기아,82729,82200,68
035420,NAVER,385601,378500,65
006400,삼성SDI,671442,655000,92
247540,에코프로비엠,126382,123739,92
003670,포스코퓨처엠,144562,144000,92
068270,셀트리온,193764,190729,53
028260,삼성물산,113307,119000,54
012330,현대모비스,259025,254500,68
105560,KB금융,54072,55000,54
055550,신한지주,36301,36800,54
066570,LG전자,142181,138000,61
096770,SK이노베이션,238076,234672,92
032830,삼성생명,63774,64100,54
018260,삼성에스디에스,158434,156500,68
000810,삼성화재,200669,202000,54
086790,하나금융지주,41675,42050,54
034730,SK,249082,251000,54
015760,한국전력,21590,22100,54
033780,KT&G,77829,79000,54
091990,셀트리온헬스케어,78380,77199,53
138040,메리츠금융지주,41890,44000,54
009150,삼성전기,198436,197500,79
011200,HMM,28119,26900,47
010130,고려아연,510925,511000,54
047050,포스코인터내셔널,22128,22450,54
034020,두산에너빌리티,20885,20400,10
316140,우리금융지주,12541,12700,54
024110,기업은행,10200,10300,54
022100,포스코DX,6634,6560,47
030200,KT,30281,30600,54
042660,한화오션,20449,20478,73
003490,대한항공,30090,29350,36
010950,S-Oil,88297,85700,73
090430,아모레퍼시픽,175730,167000,36
009540,HD한국조선해양,96466,94600,73
001570,금양,4949,4905,28
011170,롯데케미칼,207052,206694,54
086280,현대글로비스,170635,168000,68
012450,한화에어로스페이스,48920,48000,74
066970,엘앤에프,223007,222400,66
042700,한미반도체,18342,18925,93
036570,엔씨소프트,666135,643000,65
005830,DB손해보험,52748,54000,54
011070,LG이노텍,370706,364000,79
009830,한화솔루션,44964,44290,96
161390,한국타이어앤테크놀로지,39321,39700,54
088980,맥쿼리인프라,13975,14018,13
005070,코스모신소재,46001,45588,92
307950,현대오토에버,138803,138000,68
051900,LG생활건강,1115933,1097000,36
251270,넷마블,118126,125000,7
028050,삼성엔지니어링,22410,22900,54
097950,CJ제일제당,382831,387500,58
004020,현대제철,40247,41000,54
271560,오리온,103921,103500,58
032640,LG유플러스,13332,13600,54
241560,두산밥캣,40207,40750,54
047810,한국항공우주,31694,32450,54
034220,LG디스플레이,24465,24600,79
006800,미래에셋증권,8491,8650,54
028300,HLB,32076,31214,78
196170,알테오젠,63159,63143,53
000720,현대건설,43858,44450,54
005387,현대차2우B,100169,101000,68
078930,GS,38578,39100,54
018880,한온시스템,13611,13450,68
128940,한미약품,277478,271055,55
029780,삼성카드,31010,31500,54
021240,코웨이,75018,74400,54
011780,금호석유,160474,166000,46
180640,한진칼,61537,61400,18
016360,삼성증권,44464,44900,54
005940,NH투자증권,12347,12500,54
035900,JYP Ent.,49856,50700,7
035250,강원랜드,24457,24050,36
071050,한국금융지주,79378,80700,54
068760,셀트리온제약,121094,118571,53
010620,현대미포조선,70206,70000,73
267260,HD현대일렉트릭,20098,19900,96
272210,한화시스템,16316,16000,74
058470,리노공업,195443,198300,93
004990,롯데지주,30400,29900,36
064350,현대로템,21319,20800,81
001450,현대해상,22847,22950,54
006260,LS,53693,54100,96
001040,CJ,82553,83400,54
005385,현대차우,99105,98500,68
000990,DB하이텍,72452,72700,93
214150,클래시스,19351,18800,60
008770,호텔신라,78668,78000,36
007070,GS리테일,30084,30400,54
008930,한미사이언스,54475,53209,69
004370,농심,313516,318500,44
000120,CJ대한통운,127377,126000,67
051915,LG화학우,299486,287000,92
039490,키움증권,105470,107000,54
088350,한화생명,2939,2935,54
028670,팬오션,5411,5410,54
081660,휠라홀딩스,34524,35850,54
002790,아모레G,45500,44350,36
138930,BNK금융지주,8199,8400,54
282330,BGF리테일,142640,145500,54
030000,제일기획,22902,22850,54
052690,한전기술,86638,85000,10
010120,LS ELECTRIC,55786,55800,96
012750,에스원,72292,73900,54
036460,한국가스공사,37762,39100,54
023530,롯데쇼핑,88429,87200,36
112610,씨에스윈드,63738,65700,96
175330,JB금융지주,8026,8350,54
014680,한솔케미칼,303889,305500,93
139480,이마트,151663,151000,36
079550,LIG넥스원,68676,68600,74
041510,에스엠,74506,74200,7
020150,롯데에너지머티리얼즈,135197,135000,92
298040,효성중공업,58995,58300,9
111770,영원무역,42787,43650,54
039030,이오테크닉스,117994,119500,93
010060,OCI홀딩스,83859,82644,69
005290,동진쎄미켐,44188,51000,93
047040,대우건설,5705,5770,54
007660,이수페타시스,7000,7310,47
002380,KCC,303818,315000,54
145020,휴젤,155200,153500,11
000880,한화,31062,31400,54
026960,동서,30785,31000,36
112040,위메이드,183900,177900,35
095340,ISC,31332,35350,93
006110,삼아알미늄,26886,27000,61
035760,CJ ENM,140293,138800,36
298050,효성첨단소재,605295,596000,9
009420,한올바이오파마,21408,21050,53
017800,현대엘리베이,42085,41200,81
204320,HL만도,62094,63400,68
000250,삼천당제약,44341,43350,60
240810,원익IPS,41564,42300,93
004170,신세계,256050,254000,36
298020,효성티앤씨,531269,521000,13
036930,주성엔지니어링,20567,21000,79
011210,현대위아,80248,79900,68
253450,스튜디오드래곤,88926,91000,7
086900,메디톡스,136245,137713,75
003230,삼양식품,93658,94800,58
073240,금호타이어,4475,4610,54
051600,한전KPS,38872,38550,10
000080,하이트진로,30058,30150,58
185750,종근당,108430,105982,52
121600,나노신소재,72310,68700,56
007310,오뚜기,456398,456000,58
004000,롯데정밀화학,74750,75000,54
006040,동원산업,45252,45400,58
001440,대한전선,17585,16940,10
000150,두산,117832,118000,10
004800,효성,94700,94700,54
139130,DGB금융지주,9194,9380,54
002710,TCC스틸,8980,9680,61
018670,SK가스,129537,127500,13
108320,LX세미콘,158362,167300,93
005420,코스모화학,13489,13854,92
005300,롯데칠성,131926,133500,54
145720,덴티움,68945,69800,59
067310,하나마이크론,20014,20300,93
006360,GS건설,39568,39600,54
001740,SK네트웍스,5125,5020,47
000240,한국앤컴퍼니,15536,15700,54
006280,녹십자,225062,218000,53
