pcc: 0.9988589743998919
rmse: 2982.447678920789
baseline_rmse0: 3494.7353669615445
baseline_rmse1: 4187.912309017818
Code,Name,Pred,Actual,Label
005930,삼성전자,70714,68000,56
000660,SK하이닉스,130912,127500,56
207940,삼성바이오로직스,755012,723000,66
005935,삼성전자우,56168,54800,56
005490,POSCO홀딩스,482346,445500,106
005380,현대차,183611,182000,72
051910,LG화학,501806,458000,106
000270,기아,82454,82000,72
035420,NAVER,194042,189100,52
006400,삼성SDI,489476,445500,106
247540,에코프로비엠,234332,213000,97
003670,포스코퓨처엠,305630,274000,97
068270,셀트리온,153916,150100,66
035720,카카오,41086,38950,52
028260,삼성물산,104747,105600,17
012330,현대모비스,218404,221000,72
105560,KB금융,55666,54400,17
086520,에코프로,752699,690000,97
055550,신한지주,35049,35350,17
066570,LG전자,107286,108500,87
096770,SK이노베이션,143833,133000,106
032830,삼성생명,71193,72400,17
003550,LG,79317,80200,17
018260,삼성에스디에스,131775,132100,17
000810,삼성화재,251811,259500,17
323410,카카오뱅크,21756,20450,52
086790,하나금융지주,42307,42550,17
034730,SK,141903,143000,17
015760,한국전력,16341,16530,17
033780,KT&G,86912,86900,17
091990,셀트리온헬스케어,68887,66800,66
138040,메리츠금융지주,49773,50500,98
009150,삼성전기,145342,143000,56
329180,HD현대중공업,110223,114700,57
011200,HMM,14560,14850,12
259960,크래프톤,169967,164800,108
010130,고려아연,481206,476500,144
047050,포스코인터내셔널,63265,56300,106
034020,두산에너빌리티,14409,14060,82
316140,우리금융지주,12296,12370,17
024110,기업은행,11676,11720,17
352820,하이브,240369,228500,52
022100,포스코DX,49543,46150,97
030200,KT,32546,32350,17
042660,한화오션,24965,25400,57
003490,대한항공,20077,19890,107
010950,S-Oil,69778,69800,17
090430,아모레퍼시픽,113133,118800,0
009540,HD한국조선해양,97374,99400,57
010140,삼성중공업,7426,7600,57
001570,금양,100951,93000,97
011170,롯데케미칼,130088,139200,17
086280,현대글로비스,169774,171900,72
326030,SK바이오팜,78491,77200,141
012450,한화에어로스페이스,101391,101000,144
066970,엘앤에프,164215,146700,86
036570,엔씨소프트,238665,228500,108
005830,DB손해보험,84701,86400,17
011070,LG이노텍,234997,227500,65
161390,한국타이어앤테크놀로지,37535,37550,72
088980,맥쿼리인프라,12088,12040,35
005070,코스모신소재,168001,152100,86
307950,현대오토에버,163046,166000,72
302440,SK바이오사이언스,60858,61100,66
051900,LG생활건강,389616,399500,0
251270,넷마블,39784,38250,108
361610,SK아이이테크놀로지,67996,62800,137
028050,삼성엔지니어링,28288,27850,84
267250,HD현대,59478,60800,17
097950,CJ제일제당,274053,281000,124
000100,유한양행,59459,57600,66
004020,현대제철,32339,33250,17
271560,오리온,118562,119700,148
032640,LG유플러스,10103,10220,17
241560,두산밥캣,46391,44800,144
047810,한국항공우주,49074,48950,144
034220,LG디스플레이,11930,12580,104
006800,미래에셋증권,6399,6530,17
028300,HLB,30273,28950,33
196170,알테오젠,56946,54800,66
000720,현대건설,35354,34900,84
005387,현대차2우B,104186,104500,72
078930,GS,39101,39850,17
018880,한온시스템,7193,7150,72
128940,한미약품,280700,278500,141
