pcc: 0.9997257087426346
rmse: 1345.2515734984293
baseline_rmse0: 1469.9250582625514
baseline_rmse1: 2204.694492438758
Code,Name,Pred,Actual,Label
005930,삼성전자,72225,71700,4
373220,LG에너지솔루션,451245,442500,3
000660,SK하이닉스,127365,128000,19
207940,삼성바이오로직스,724599,709000,46
005935,삼성전자우,58045,57200,30
005490,POSCO홀딩스,477805,472500,3
005380,현대차,183379,184000,13
051910,LG화학,521994,514000,3
000270,기아,83834,84200,13
035420,NAVER,205056,205500,16
006400,삼성SDI,477794,463000,3
247540,에코프로비엠,244903,243000,3
003670,포스코퓨처엠,307941,303500,3
068270,셀트리온,173785,168000,46
035720,카카오,50187,50500,16
028260,삼성물산,118101,116100,5
012330,현대모비스,232415,232500,16
105560,KB금융,54408,53700,21
086520,에코프로,706959,695000,3
055550,신한지주,37021,36750,21
066570,LG전자,105624,104900,20
096770,SK이노베이션,143510,141500,3
032830,삼성생명,69585,69800,29
003550,LG,83229,82200,16
018260,삼성에스디에스,146611,155200,6
000810,삼성화재,262355,261500,21
323410,카카오뱅크,26135,25550,3
086790,하나금융지주,42359,41750,21
034730,SK,162951,160700,16
015760,한국전력,18688,18790,5
033780,KT&G,90404,90600,16
091990,셀트리온헬스케어,76781,73800,46
017670,SK텔레콤,51794,51800,20
138040,메리츠금융지주,55552,54400,5
009150,삼성전기,137919,137000,4
329180,HD현대중공업,121505,119900,16
011200,HMM,16532,15670,1
259960,크래프톤,210305,205500,41
010130,고려아연,493874,491500,3
047050,포스코인터내셔널,58545,58900,3
034020,두산에너빌리티,15128,15020,1
316140,우리금융지주,12734,12700,21
024110,기업은행,11691,11700,21
352820,하이브,214625,210500,1
022100,포스코DX,56824,57100,3
030200,KT,33496,32900,30
042660,한화오션,27139,22650,16
003490,대한항공,22734,22400,5
010950,S-Oil,69751,70100,20
090430,아모레퍼시픽,132284,130000,2
009540,HD한국조선해양,102330,102000,16
010140,삼성중공업,7871,7630,16
001570,금양,100465,105300,3
402340,SK스퀘어,49284,48050,47
011170,롯데케미칼,154238,154600,5
086280,현대글로비스,178598,177100,5
326030,SK바이오팜,91539,86800,1
012450,한화에어로스페이스,123263,120100,30
066970,엘앤에프,146852,144300,3
377300,카카오페이,45930,45200,3
042700,한미반도체,58419,60800,19
036570,엔씨소프트,262845,269500,25
005830,DB손해보험,81580,81300,5
011070,LG이노텍,244222,243500,3
009830,한화솔루션,34425,33800,16
161390,한국타이어앤테크놀로지,45220,44800,3
088980,맥쿼리인프라,12370,12400,31
005070,코스모신소재,162568,159000,3
307950,현대오토에버,169110,172700,4
302440,SK바이오사이언스,69346,67400,1
051900,LG생활건강,345350,337500,2
251270,넷마블,54957,55500,1
361610,SK아이이테크놀로지,70588,69300,3
028050,삼성엔지니어링,26374,25750,1
267250,HD현대,60759,60900,16
097950,CJ제일제당,323168,319500,5
000100,유한양행,62733,61900,22
004020,현대제철,35255,35550,5
271560,오리온,120199,118600,1
032640,LG유플러스,10489,10350,30
241560,두산밥캣,43858,43600,4
047810,한국항공우주,47097,46650,26
034220,LG디스플레이,13022,12600,16
006800,미래에셋증권,7324,7300,16
028300,HLB,32102,31950,3
196170,알테오젠,72753,74100,12
000720,현대건설,37411,36850,9
005387,현대차2우B,108545,108400,4
078930,GS,42586,42950,20
018880,한온시스템,7331,7260,1
128940,한미약품,306003,303000,22
029780,삼성카드,32968,32650,5
021240,코웨이,50385,50300,5
011780,금호석유,129773,128200,5
011790,SKC,98315,97000,3
180640,한진칼,53885,53600,21
403870,HPSP,35005,36000,19
277810,레인보우로보틱스,163304,164300,48
016360,삼성증권,38714,38650,16
005940,NH투자증권,10397,10340,16
035900,JYP Ent.,99479,97100,1
035250,강원랜드,15665,15750,16
383220,F&F,88279,87800,5
071050,한국금융지주,58468,58000,16
